iter	Logloss
138	0.4249394608
139	0.4241838837
140	0.4235388184
141	0.42280159
142	0.4220717621
143	0.4216459656
144	0.421072464
145	0.420161705
146	0.4196257019
147	0.4190956116
148	0.4183997345
149	0.4177684021
150	0.4172531128
151	0.4166184235
152	0.4158026123
153	0.4151068497
154	0.4142766953
155	0.4138420868
156	0.4131975555
157	0.4127925873
158	0.4120887756
159	0.41164711
160	0.4108905029
161	0.4104090881
162	0.41008358
163	0.4094865417
164	0.4088793945
165	0.4082721329
166	0.4076346207
167	0.4069615936
168	0.4061608887
169	0.40561409
170	0.4049899292
171	0.4043738556
172	0.4037638855
173	0.4032374954
174	0.4027742767
175	0.4021842575
176	0.4015286255
177	0.4009226227
178	0.40024086
179	0.3996658707
180	0.3988786316
181	0.3982949066
182	0.3977818298
183	0.3971271515
184	0.3964060211
185	0.3959601212
186	0.3952852631
187	0.3947197723
188	0.3941815186
189	0.3937046051
190	0.3933847427
191	0.3927759552
192	0.3922769928
193	0.3918022156
194	0.3914229584
195	0.3909851837
196	0.3904029846
197	0.3898809052
198	0.389347229
199	0.3887374115
200	0.388217392
201	0.3876413727
202	0.3872016907
203	0.3868798828
204	0.3864172363
205	0.3856478119
206	0.3850992966
207	0.3845252228
208	0.3841402817
209	0.3837747955
210	0.383388176
211	0.3831034851
212	0.3827592468
213	0.3821027374
214	0.3816770172
215	0.3810902023
216	0.3806217194
217	0.3800652313
218	0.3795622253
219	0.3791175079
220	0.3786697006
221	0.3784387207
222	0.378039856
223	0.3776524353
224	0.3771752548
225	0.3768639374
226	0.3764289856
227	0.3760718536
228	0.3756124878
229	0.3752792358
230	0.3747715378
231	0.3743228149
232	0.3738192368
233	0.3733605194
234	0.3730028152
235	0.372458725
236	0.3721032333
237	0.3716617584
238	0.3713202667
239	0.3709275055
240	0.3703881836
241	0.3699757385
242	0.3696404266
243	0.3693920898
244	0.3689748383
245	0.3686592102
246	0.3679826355
247	0.3676967621
248	0.367506752
249	0.367350235
250	0.3668518066
251	0.3665103912
252	0.3662487793
253	0.3658747101
254	0.3654706573
255	0.3651653671
256	0.3647075653
257	0.3642852402
258	0.3640023422
259	0.3636795425
260	0.3632066345
261	0.3628068542
262	0.3624578476
263	0.3619850922
264	0.3615668869
265	0.3611423874
266	0.3608507538
267	0.3605696869
268	0.3601073456
269	0.3598753357
270	0.3593911743
271	0.3592482758
272	0.3589329147
273	0.3587188721
274	0.3583065033
275	0.358015213
276	0.3577581024
277	0.3574103546
278	0.3571345901
279	0.3567986298
280	0.356462326
281	0.3559465408
282	0.3557114792
283	0.3553689575
284	0.3551334381
285	0.3548555374
286	0.3543736267
287	0.3539557648
288	0.3536956406
289	0.3535245132
290	0.3533386993
291	0.3529552078
292	0.3525928497
293	0.3519934845
294	0.3518238831
295	0.3515333557
296	0.3512095261
297	0.3508591461
298	0.3507458878
299	0.3503409195
300	0.3500187683
301	0.3496071625
302	0.349363327
303	0.3490482712
304	0.3485247803
305	0.348302002
306	0.3481049347
307	0.3479364014
308	0.3476345825
309	0.3474697495
310	0.3471977997
311	0.3468000793
312	0.3463554001
313	0.345953064
314	0.3457453156
315	0.3454605865
316	0.3451200867
317	0.34493927
318	0.3446180725
319	0.3444208527
320	0.3440323639
321	0.3435767365
322	0.343262558
323	0.3430469894
324	0.3427043915
325	0.3423046112
326	0.3420336151
327	0.3418688202
328	0.3418184662
329	0.3416034698
330	0.3413087463
331	0.3411079407
332	0.3407230377
333	0.3404322815
334	0.3401984406
335	0.3398929596
336	0.3393809509
337	0.339085083
338	0.3387014008
339	0.3383673096
340	0.3381893921
341	0.3379096985
342	0.3375819778
343	0.3372528076
344	0.3369514847
345	0.3365148926
346	0.3362588501
347	0.336125412
348	0.3359420013
349	0.3354713058
350	0.3351906967
351	0.3349271774
352	0.3347096252
353	0.3344224167
354	0.3340785217
355	0.3338169098
356	0.3335961151
357	0.3332614517
358	0.3328774643
359	0.3326032257
360	0.3320085907
361	0.3314349365
362	0.3311390686
363	0.3309211349
364	0.3306060028
365	0.3303677368
366	0.3301756287
367	0.329860611
368	0.3296950531
369	0.3295233154
370	0.3291509247
371	0.3289170074
372	0.3284921265
373	0.3283673859
374	0.3279563904
375	0.3276638031
376	0.3273962402
377	0.3271632385
378	0.3268896484
379	0.3264007187
380	0.3259967804
381	0.3257089233
382	0.3254586029
383	0.3252172852
384	0.3247096252
385	0.3244633865
386	0.3241701508
387	0.3239680862
388	0.3238031006
389	0.3236262512
390	0.3234557343
391	0.3231653595
392	0.3227462769
393	0.3225328064
394	0.3223300934
395	0.3221617126
396	0.3219523621
397	0.3217268753
398	0.3214712524
399	0.3210744476
400	0.3208866501
401	0.3206134415
402	0.3202698135
403	0.3201145172
404	0.3198453331
405	0.3196319389
406	0.3192426109
407	0.3188372993
408	0.3186702919
409	0.3183921623
410	0.3181398392
411	0.317832222
412	0.3175969505
413	0.3173921585
414	0.3170882607
415	0.3168988991
416	0.3167492485
417	0.316519165
418	0.3162981033
419	0.3160311127
420	0.3157949066
421	0.3155625916
422	0.3153936386
423	0.315219841
424	0.3150178337
425	0.3148497772
426	0.3143716049
427	0.3140345955
428	0.3138575745
429	0.3136638641
430	0.313390007
431	0.3132251549
432	0.31299963
433	0.3127179909
434	0.3124208641
435	0.3122477722
436	0.3119949341
437	0.311844368
438	0.3115345001
439	0.3113023758
440	0.3110113907
441	0.3108623886
442	0.3105996704
443	0.3103504562
444	0.3099893188
445	0.3096786308
446	0.3092528534
447	0.3089762115
448	0.3088287544
449	0.3086947632
450	0.3085355186
451	0.3081952858
452	0.3080331802
453	0.3078048515
454	0.3074259567
455	0.3071676254
456	0.3068237114
457	0.3064102745
458	0.3061127663
459	0.3058451462
460	0.3056495285
461	0.3054071808
462	0.3051790619
463	0.3050263596
464	0.3048389053
465	0.3047007751
466	0.3042483139
467	0.3040428925
468	0.3037750435
469	0.3035756302
470	0.3033066559
471	0.3030956459
472	0.3027200699
473	0.3023669243
474	0.3022437096
475	0.3019653893
476	0.3017850113
477	0.3014484024
478	0.301187439
479	0.3007681274
480	0.3003530502
481	0.3001374817
482	0.2998705673
483	0.2995459938
484	0.2991914177
485	0.2987193298
486	0.2985298538
487	0.2982592773
488	0.2977605629
489	0.2973888397
490	0.2971459579
491	0.2970897484
492	0.296775074
493	0.2966392517
494	0.2961607933
495	0.2957961464
496	0.2956231499
497	0.295351181
498	0.2952020264
499	0.2949360275
500	0.2947555351
501	0.2943835068
502	0.2941333199
503	0.2939723396
504	0.2937931061
505	0.2936044502
506	0.2934355164
507	0.2931977081
508	0.2929747772
509	0.2927021599
510	0.2925270653
511	0.2923630333
512	0.2921793175
513	0.2920183945
514	0.2918813705
515	0.2917196274
516	0.291579628
517	0.2914304543
518	0.2910829163
519	0.2908159447
520	0.2905381203
521	0.2901898956
522	0.2900249863
523	0.2897961235
524	0.289563179
525	0.2894009972
526	0.2892862701
527	0.2890995598
528	0.2887773132
529	0.2886101913
530	0.2883273125
531	0.2881045532
532	0.2879899979
533	0.2876052475
534	0.2875460052
535	0.2873599243
536	0.2871856499
537	0.2870106125
538	0.2866671944
539	0.2864723587
540	0.286300621
541	0.2860679626
542	0.2857946205
543	0.2856459808
544	0.2853916931
545	0.2851976013
546	0.2850577164
547	0.2846446991
548	0.2844499588
549	0.2839962006
550	0.283825264
551	0.2834524727
552	0.2833639145
553	0.2829704094
554	0.2827594757
555	0.2825497437
556	0.2823340225
557	0.2821250153
558	0.2819887161
559	0.2816743851
560	0.2814328766
561	0.281092453
562	0.2808140945
563	0.2807093811
564	0.2802160072
565	0.280050087
566	0.2798495865
567	0.2796467781
568	0.2793307495
569	0.2789569855
570	0.2788297081
571	0.2786827469
572	0.278502388
573	0.2783662415
574	0.2781269836
575	0.2779851532
576	0.2777352905
577	0.2775936317
578	0.2773430634
579	0.2769876862
580	0.2767472458
581	0.2766228867
582	0.2764112282
583	0.2761738968
584	0.2759224319
585	0.2756779289
586	0.27554245
587	0.2753541183
588	0.2752326584
589	0.2748922539
590	0.2747202682
591	0.274561367
592	0.2744104385
593	0.2741917229
594	0.27401474
595	0.2738640976
596	0.2736924553
597	0.2733390808
598	0.2731494904
599	0.2726756287
600	0.2725197983
601	0.2723919678
602	0.2719778824
603	0.27187006
604	0.271631546
605	0.2714714622
606	0.2712043381
607	0.2710865402
608	0.2707242966
609	0.2705364418
610	0.2702112961
611	0.2700893402
612	0.2699722099
613	0.2697506905
614	0.269563179
615	0.2692732239
616	0.2691194153
617	0.2689519882
618	0.268802681
619	0.2686813736
620	0.2685751343
621	0.2684428596
622	0.2682946014
623	0.2681625748
624	0.268028183
625	0.2677895927
626	0.2675057602
627	0.2672767258
628	0.2669845963
629	0.266727066
630	0.2666153145
631	0.2661222458
632	0.2659768677
633	0.265717659
634	0.2654720879
635	0.2652641678
636	0.2651431656
637	0.2649214554
638	0.2647178268
639	0.2646128082
640	0.2643055916
641	0.2641189957
642	0.2639796066
643	0.2638625336
644	0.2635348511
645	0.2632501221
646	0.2628319931
647	0.2626207733
648	0.2624514771
649	0.2622938538
650	0.2621136093
651	0.2619089508
652	0.2617980957
653	0.2615008163
654	0.2613092422
655	0.2611207962
656	0.2608930397
657	0.2604305458
658	0.2601948929
659	0.2600352859
660	0.2598091125
661	0.2596234512
662	0.2593473625
663	0.2591727066
664	0.259046402
665	0.2588435745
666	0.2587777328
667	0.2587064362
668	0.2584601212
669	0.258231163
670	0.2578860283
671	0.257784481
672	0.2575727463
673	0.2572557831
674	0.2569481468
675	0.2567346954
676	0.2565620804
677	0.2564358139
678	0.2562997818
679	0.2562162018
680	0.2560659027
681	0.2559108353
682	0.2556067085
683	0.2554584122
684	0.2552593803
685	0.255059166
686	0.254864254
687	0.2546809006
688	0.2545007324
689	0.2542707062
690	0.2540565491
691	0.2538349152
692	0.2536401367
693	0.2533926392
694	0.2532513428
695	0.2529882622
696	0.2526717377
697	0.252574501
698	0.2524131012
699	0.2519733047
700	0.2518041801
701	0.2515877914
702	0.2515230942
703	0.251394825
704	0.2510969925
705	0.2508948135
706	0.2506528473
707	0.2504438019
708	0.2502344513
709	0.2499110031
710	0.2497625732
711	0.249459343
712	0.2492041016
713	0.2490517807
714	0.2489867973
715	0.2486854172
716	0.2486072922
717	0.2484024811
718	0.2481377029
719	0.2479596901
720	0.247797699
721	0.2475827599
722	0.2474022102
723	0.2472398949
724	0.2471200562
725	0.2467699242
726	0.2465807533
727	0.2464096832
728	0.246223526
729	0.2459970093
730	0.2458952713
731	0.2457738113
732	0.2456050491
733	0.245459671
734	0.2452291107
735	0.2448942184
736	0.244730587
737	0.2446540451
738	0.2444764328
739	0.2442947197
740	0.2441125679
741	0.243827343
742	0.2434441757
743	0.2433544159
744	0.2432422638
745	0.2431389618
746	0.242985096
747	0.2426938629
748	0.2425918961
749	0.2423189545
750	0.2419549179
751	0.2418821335
752	0.2417269897
753	0.2416271782
754	0.241370945
755	0.2411849976
756	0.2410773468
757	0.2407935905
758	0.2406137848
759	0.2404563332
760	0.2403605843
761	0.240050602
762	0.2398325729
763	0.2397533798
764	0.2395383644
765	0.239324379
766	0.239157486
767	0.2386380386
768	0.2385082626
769	0.238403511
770	0.2382581329
771	0.23802845
772	0.2377004623
773	0.2375770187
774	0.2373610497
775	0.2369408417
776	0.2367549133
777	0.2366419411
778	0.2363036346
779	0.2360300064
780	0.2358159637
781	0.2356834793
782	0.2355402756
783	0.2355155945
784	0.2353490639
785	0.2351695061
786	0.2349150658
787	0.2347546387
788	0.2345666504
789	0.2344697571
790	0.2342120361
791	0.2340827751
792	0.233843441
793	0.2335288048
794	0.233411026
795	0.2333542061
796	0.2331169701
797	0.2329802513
798	0.2327537155
799	0.2324256134
800	0.2322147369
801	0.2321240044
802	0.2320393753
803	0.2318087196
804	0.2317810249
805	0.2315089417
806	0.2312766647
807	0.2311405945
808	0.2309821701
809	0.2308760071
810	0.2306763649
811	0.2303570175
812	0.2302101517
813	0.2301171875
814	0.2299849319
815	0.22967659
816	0.2295943069
817	0.2294288826
818	0.2293903732
819	0.2292835617
820	0.2290851212
821	0.2289891815
822	0.2288638115
823	0.22870224
824	0.2285439682
825	0.2284663582
826	0.2283623695
827	0.2282160187
828	0.2281399727
829	0.227976799
830	0.2277919388
831	0.227496624
832	0.2274265289
833	0.22726717
834	0.2270174026
835	0.2268962479
836	0.226702404
837	0.2265329933
838	0.2263584518
839	0.2262225533
840	0.2260152245
841	0.225830574
842	0.2255977058
843	0.2254464531
844	0.2252919579
845	0.2251398849
846	0.2249634933
847	0.2248447418
848	0.2247732162
849	0.2247389793
850	0.224562397
851	0.2244526291
852	0.2242660522
853	0.2241026878
854	0.2240254211
855	0.2238550758
856	0.2238069534
857	0.2234936523
858	0.2233704948
859	0.2232189941
860	0.2230344772
861	0.2228966331
862	0.222652359
863	0.2226127434
864	0.2224509811
865	0.2222237396
866	0.222143631
867	0.2219741249
868	0.2217812347
869	0.2216734695
870	0.221521225
871	0.2213762093
872	0.2213301468
873	0.2211693192
874	0.2211230087
875	0.2208965492
876	0.2208192062
877	0.2206996155
878	0.2205990601
879	0.2204765701
880	0.2204447937
881	0.2203330803
882	0.2202738953
883	0.2201412201
884	0.2199555969
885	0.2197880173
886	0.2196577835
887	0.2194543839
888	0.2193550873
889	0.2192136574
890	0.2190973282
891	0.2189455414
892	0.2186774063
893	0.2186151123
894	0.2181716728
895	0.2180857086
896	0.2179086494
897	0.2176759529
898	0.2175617218
899	0.2174031448
900	0.2172325897
901	0.2171298409
902	0.2170503235
903	0.2169891739
904	0.2167717743
905	0.2165841103
906	0.2163477325
907	0.2160714722
908	0.2160542679
909	0.2158850861
910	0.2156477356
911	0.2152968025
912	0.2151101685
913	0.2149532127
914	0.2148044968
915	0.2147793961
916	0.2146761703
917	0.2144511223
918	0.2142442703
919	0.2139831924
920	0.2137668228
921	0.2135503769
922	0.2134213257
923	0.2133192062
924	0.2132132721
925	0.2131071854
926	0.2129838753
927	0.2128534698
928	0.2127163315
929	0.2124767685
930	0.2124051476
931	0.2122816467
932	0.2122452736
933	0.212095089
934	0.211946373
935	0.2118213272
936	0.2117245483
937	0.211565094
938	0.2114360428
939	0.2112272453
940	0.2110251617
941	0.2109646225
942	0.2108023453
943	0.2105399895
944	0.2103315353
945	0.2101326942
946	0.2101078415
947	0.2099713326
948	0.2098240089
949	0.2097930908
950	0.2096458435
951	0.2095117187
952	0.2091815948
953	0.2089872551
954	0.2087830734
955	0.2086985207
956	0.208634243
957	0.2084555626
958	0.2083572388
959	0.2082638931
960	0.2080297089
961	0.2078803635
962	0.2077045059
963	0.2075642967
964	0.2073120117
965	0.2072182274
966	0.2070306015
967	0.2067905045
968	0.2066311646
969	0.2065662766
970	0.2063990402
971	0.2063765526
972	0.2062066078
973	0.2060312271
974	0.2058610344
975	0.2056875038
976	0.2055282021
977	0.2052910042
978	0.2052379608
979	0.2051041412
980	0.2050102234
981	0.2046710587
982	0.2045323563
983	0.2042958832
984	0.2040770149
985	0.203873558
986	0.2036314774
987	0.2035062027
988	0.203303318
989	0.2031303406
990	0.2030438995
991	0.2028931046
992	0.2027907562
993	0.202557373
994	0.2024273872
995	0.2023272705
996	0.202208786
997	0.2021123123
998	0.2019444656
999	0.2017811584
